"phen" "total" "sign_disc" "sign_repl" "sign_disc_top" "sign_repl_top" "weak_instr"
"ukb-b-2483" 0 0 0 0 0 0
"ukb-b-2204" 0 0 0 0 0 0
"ukb-b-7150" 0 0 0 0 0 0
"ukb-b-18103" 293 326 245 119 97 22
"ukb-b-9346" 0 0 0 0 0 0
"ukb-b-5064" 0 0 0 0 0 0
"ukb-b-17348" 0 0 0 0 0 0
"ukb-b-12963" 0 0 0 0 0 0
"ukb-b-9093" 513 1974 2004 217 224 -7
"ukb-b-14516" 0 0 0 0 0 0
"ukb-b-18959" 1 0 0 0 0 0
"ukb-b-16030" 0 0 0 0 0 0
"ukb-b-5309" 1 0 0 0 0 0
"ukb-b-2525" 1 0 0 0 0 0
"ukb-b-12039" 490 1731 1795 188 188 0
"ukb-b-8196" 2 0 0 0 0 0
"ukb-b-12620" 0 0 0 0 0 0
"ukb-b-20386" 1 0 0 0 0 0
"ukb-b-8670" 0 0 0 0 0 0
"ukb-b-7205" 1 0 5 0 1 -1
"ukb-b-1508" 2 0 0 0 0 0
"ukb-b-12069" 0 0 0 0 0 0
"ukb-b-15085" 0 0 0 0 0 0
"ukb-b-8855" 0 0 0 0 0 0
"ukb-b-5172" 0 0 0 0 0 0
"ukb-b-6354" 1 0 0 0 0 0
"ukb-b-9591" 0 0 0 0 0 0
"ukb-b-8650" 22 68 58 8 6 2
"ukb-b-1865" 0 0 0 0 0 0
"ukb-b-15790" 0 0 0 0 0 0
"ukb-b-19790" 2 0 0 0 0 0
"ukb-b-9554" 1 0 0 0 0 0
"ukb-b-18366" 4 26 24 4 3 1
"ukb-b-2763" 0 0 0 0 0 0
"ukb-b-3656" 45 78 80 9 4 5
"ukb-b-4157" 0 0 0 0 0 0
"ukb-b-2963" 0 0 0 0 0 0
"ukb-b-5262" 37 51 68 11 10 1
"ukb-b-2750" 1 14 17 0 1 -1
"ukb-b-20124" 362 14283 14198 276 282 -6
"ukb-b-3193" 0 0 0 0 0 0
"ukb-b-11412" 1 0 0 0 0 0
"ukb-b-12191" 0 0 0 0 0 0
"ukb-b-223" 35 17 26 5 8 -3
"ukb-b-14541" 2 0 6 0 1 -1
"ukb-b-374" 1 0 0 0 0 0
"ukb-b-20172" 8 0 1 0 0 0
"ukb-b-11689" 1 0 0 0 0 0
"ukb-b-18953" 3 0 16 0 2 -2
"ukb-b-11972" 0 0 0 0 0 0
"ukb-b-13500" 5 30 49 1 2 -1
"ukb-b-14475" 0 0 0 0 0 0
"ukb-b-8425" 7 23 0 4 0 4
"ukb-b-16024" 0 0 0 0 0 0
"ukb-b-11262" 1 0 0 0 0 0
"ukb-b-11800" 0 0 0 0 0 0
"ukb-b-1316" 0 0 0 0 0 0
"ukb-b-16904" 1 0 0 0 0 0
"ukb-b-5361" 0 0 0 0 0 0
"ukb-b-9961" 5 11 8 1 1 0
"ukb-b-6798" 0 0 0 0 0 0
"ukb-b-7754" 0 0 0 0 0 0
"ukb-b-9981" 42 66 69 5 4 1
"ukb-b-12558" 1 0 0 0 0 0
"ukb-b-9597" 0 0 0 0 0 0
"ukb-b-14342" 2 1 1 0 1 -1
"ukb-b-6019" 6 26 29 2 2 0
"ukb-b-10008" 23 74 63 9 8 1
"ukb-b-14254" 1 0 0 0 0 0
"ukb-b-14257" 0 0 0 0 0 0
"ukb-b-93" 2 13 0 1 0 1
"ukb-b-10555" 1 0 0 0 0 0
"ukb-b-6214" 0 0 0 0 0 0
"ukb-b-15869" 5 0 0 0 0 0
"ukb-b-3725" 1 31 0 1 0 1
"ukb-b-129" 0 0 0 0 0 0
"ukb-b-1041" 0 0 0 0 0 0
"ukb-b-2126" 0 0 0 0 0 0
"ukb-b-8266" 0 0 0 0 0 0
"ukb-b-5559" 2 1 1 0 0 0
"ukb-b-16077" 0 0 0 0 0 0
"ukb-b-17243" 0 0 0 0 0 0
"ukb-b-16124" 0 0 0 0 0 0
"ukb-b-15775" 0 0 0 0 0 0
"ukb-b-5174" 22 35 22 6 5 1
"ukb-b-3433" 0 0 0 0 0 0
"ukb-b-4932" 1 0 0 0 0 0
"ukb-b-1511" 4 9 4 2 1 1
"ukb-b-20278" 2 0 13 0 1 -1
"ukb-b-7910" 5 0 0 0 0 0
"ukb-b-11348" 32 8 9 1 5 -4
"ukb-b-15860" 0 0 0 0 0 0
"ukb-b-9155" 0 0 0 0 0 0
"ukb-b-2769" 0 0 0 0 0 0
"ukb-b-20214" 8 2 0 0 0 0
"ukb-b-13114" 0 0 0 0 0 0
"ukb-b-16866" 3 0 8 0 1 -1
"ukb-b-3951" 0 0 0 0 0 0
"ukb-b-18198" 0 0 0 0 0 0
"ukb-b-1888" 0 0 0 0 0 0
"ukb-b-9025" 0 0 0 0 0 0
"ukb-b-5126" 2 7 0 1 0 1
"ukb-b-5011" 0 0 0 0 0 0
"ukb-b-19752" 0 0 0 0 0 0
"ukb-b-5942" 0 0 0 0 0 0
"ukb-b-16449" 0 0 0 0 0 0
"ukb-b-9537" 3 11 0 2 0 2
"ukb-b-10414" 0 0 0 0 0 0
"ukb-b-16855" 12 20 10 2 2 0
"ukb-b-18888" 0 0 0 0 0 0
"ukb-b-7748" 2 0 0 0 0 0
"ukb-b-15132" 0 0 0 0 0 0
"ukb-b-18786" 4 1 0 1 0 1
"ukb-b-17796" 0 0 0 0 0 0
"ukb-b-18226" 0 0 0 0 0 0
"ukb-b-19425" 0 0 0 0 0 0
"ukb-b-16641" 1 0 0 0 0 0
"ukb-b-12747" 0 0 0 0 0 0
"ukb-b-18659" 0 0 0 0 0 0
"ukb-b-17820" 0 0 0 0 0 0
"ukb-b-8714" 0 0 0 0 0 0
"ukb-b-9363" 1 0 0 0 0 0
"ukb-b-8124" 0 0 0 0 0 0
"ukb-b-16886" 5 0 0 0 0 0
"ukb-b-17271" 514 2045 2060 223 222 1
"ukb-b-2506" 1 0 3 0 1 -1
"ukb-b-13480" 0 0 0 0 0 0
"ukb-b-11725" 0 0 0 0 0 0
"ukb-b-18" 0 0 0 0 0 0
"ukb-b-3016" 0 0 0 0 0 0
"ukb-b-2047" 1 0 0 0 0 0
"ukb-b-9019" 0 0 0 0 0 0
"ukb-b-3143" 0 0 0 0 0 0
"ukb-b-12725" 0 0 0 0 0 0
"ukb-b-17814" 0 0 0 0 0 0
"ukb-b-744" 1 0 0 0 0 0
"ukb-b-13614" 1 1 0 1 0 1
"ukb-b-5764" 0 0 0 0 0 0
"ukb-b-18799" 41 53 64 10 13 -3
"ukb-b-13896" 0 0 0 0 0 0
"ukb-b-14146" 93 134 118 36 34 2
"ukb-b-18820" 2 0 0 0 0 0
"ukb-b-7753" 0 0 0 0 0 0
"ukb-b-9216" 0 0 0 0 0 0
"ukb-b-20142" 9 24 19 3 2 1
"ukb-b-14977" 0 0 0 0 0 0
"ukb-b-1337" 0 0 0 0 0 0
"ukb-b-11381" 0 0 0 0 0 0
"ukb-b-117" 1 0 1 0 1 -1
"ukb-b-6105" 0 0 0 0 0 0
"ukb-b-953" 0 0 0 0 0 0
"ukb-b-11241" 0 0 0 0 0 0
"ukb-b-7551" 0 0 0 0 0 0
"ukb-b-16872" 1 0 0 0 0 0
"ukb-b-1338" 1 2 2 1 1 0
"ukb-b-13473" 0 0 0 0 0 0
"ukb-b-3376" 5 0 0 0 0 0
"ukb-b-7138" 1 0 1 0 1 -1
"ukb-b-19391" 0 0 0 0 0 0
"ukb-b-19520" 517 1995 2014 234 230 4
"ukb-b-14436" 0 0 0 0 0 0
"ukb-b-7337" 20 3 11 1 0 1
"ukb-b-16288" 0 0 0 0 0 0
"ukb-b-4717" 131 217 232 56 53 3
"ukb-b-18436" 3 9 4 2 1 1
"ukb-b-17868" 6 6 4 1 1 0
"ukb-b-14624" 0 0 0 0 0 0
"ukb-b-3383" 2 0 1 0 1 -1
"ukb-b-3380" 0 0 0 0 0 0
"ukb-b-4637" 1 0 0 0 0 0
"ukb-b-19847" 1 0 0 0 0 0
"ukb-b-16287" 74 49 29 11 11 0
"ukb-b-16099" 512 2041 2063 222 222 0
"ukb-b-20261" 84 35 61 8 8 0
"ukb-b-3005" 1 0 8 0 1 -1
"ukb-b-19006" 0 0 0 0 0 0
"ukb-b-3975" 2 1 0 1 0 1
"ukb-b-11566" 2 6 0 1 0 1
"ukb-b-19236" 0 0 0 0 0 0
"ukb-b-17455" 0 0 0 0 0 0
"ukb-b-5655" 0 0 0 0 0 0
"ukb-b-657" 0 0 0 0 0 0
"ukb-b-13148" 25 116 99 12 9 3
"ukb-b-15926" 43 29 69 9 7 2
"ukb-b-7007" 1 3 3 1 1 0
"ukb-b-228" 0 0 0 0 0 0
"ukb-b-19386" 8 5 15 1 3 -2
"ukb-b-5474" 0 0 0 0 0 0
"ukb-b-7702" 0 0 0 0 0 0
"ukb-b-10903" 3 0 0 0 0 0
"ukb-b-1016" 0 0 0 0 0 0
"ukb-b-12780" 0 0 0 0 0 0
"ukb-b-4776" 0 0 0 0 0 0
"ukb-b-1255" 0 0 0 0 0 0
"ukb-b-20450" 1 0 0 0 0 0
"ukb-b-20464" 0 0 0 0 0 0
"ukb-b-9139" 1 0 10 0 1 -1
"ukb-b-868" 0 0 0 0 0 0
"ukb-b-19288" 0 0 0 0 0 0
"ukb-b-13435" 0 0 0 0 0 0
"ukb-b-19994" 142 171 177 48 43 5
"ukb-b-17300" 0 0 0 0 0 0
"ukb-b-2425" 2 0 0 0 0 0
"ukb-b-14322" 0 0 0 0 0 0
"ukb-b-15858" 0 0 0 0 0 0
"ukb-b-17324" 18 35 14 6 4 2
"ukb-b-3841" 1 0 0 0 0 0
"ukb-b-3542" 0 0 0 0 0 0
"ukb-b-16066" 0 0 0 0 0 0
"ukb-b-5362" 2 0 0 0 0 0
"ukb-b-17378" 2 1 0 1 0 1
"ukb-b-20162" 0 0 0 0 0 0
"ukb-b-2719" 0 0 0 0 0 0
"ukb-b-9207" 24 30 52 6 8 -2
"ukb-b-12506" 0 0 0 0 0 0
"ukb-b-2024" 2 0 0 0 0 0
"ukb-b-12510" 0 0 0 0 0 0
"ukb-b-1260" 4 0 1 0 1 -1
"ukb-b-212" 0 2 0 0 0 0
"ukb-b-12511" 0 0 0 0 0 0
"ukb-b-4075" 0 0 0 0 0 0
"ukb-b-7043" 4 2 0 1 0 1
"ukb-b-12939" 0 0 0 0 0 0
"ukb-b-203" 0 0 0 0 0 0
"ukb-b-3454" 10 20 13 4 3 1
"ukb-b-1190" 0 0 0 0 0 0
"ukb-b-2160" 12 13 18 3 5 -2
"ukb-b-4263" 6 0 1 0 1 -1
"ukb-b-4282" 3 0 4 0 2 -2
"ukb-b-13537" 7 1 2 1 1 0
"ukb-b-6885" 0 0 0 0 0 0
"ukb-b-7609" 4 19 21 2 3 -1
"ukb-b-9571" 7 8 12 1 2 -1
"ukb-b-8338" 421 1079 1165 137 141 -4
"ukb-b-2188" 0 0 0 0 0 0
"ukb-b-14068" 493 1245 1329 177 186 -9
"ukb-b-8115" 0 0 0 0 0 0
"ukb-b-7869" 10 40 44 3 2 1
"ukb-b-20017" 1 0 0 0 0 0
"ukb-b-16652" 0 0 0 0 0 0
"ukb-b-18909" 0 0 0 0 0 0
"ukb-b-5867" 1 0 2 0 1 -1
"ukb-b-13391" 0 0 0 0 0 0
"ukb-b-15175" 1 0 0 0 0 0
"ukb-b-9925" 0 0 0 0 0 0
"ukb-b-6031" 0 0 0 0 0 0
"ukb-b-13823" 81 72 59 10 8 2
"ukb-b-4710" 18 9 0 2 0 2
"ukb-b-3759" 0 0 0 0 0 0
"ukb-b-15151" 0 0 0 0 0 0
"ukb-b-14999" 0 0 0 0 0 0
"ukb-b-5821" 0 0 0 0 0 0
"ukb-b-8194" 0 0 0 0 0 0
"ukb-b-13354" 556 2324 2362 266 262 4
"ukb-b-3422" 1 0 0 0 0 0
"ukb-b-18194" 5 12406 12424 3 5 -2
"ukb-b-2035" 2 0 0 0 0 0
"ukb-b-15730" 210 522 502 88 91 -3
"ukb-b-3560" 1 0 0 0 0 0
"ukb-b-18897" 1 0 0 0 0 0
"ukb-b-17446" 0 0 0 0 0 0
"ukb-b-20196" 0 0 0 0 0 0
"ukb-b-11650" 90 130 134 38 37 1
"ukb-b-15582" 3 0 7 0 1 -1
"ukb-b-1666" 29 1 2 1 2 -1
"ukb-b-2029" 2 0 0 0 0 0
"ukb-b-7643" 0 0 0 0 0 0
"ukb-b-10623" 1 0 4 0 1 -1
"ukb-b-20208" 6 28 14 3 2 1
"ukb-b-4533" 0 0 0 0 0 0
"ukb-b-18788" 1 0 0 0 0 0
"ukb-b-18336" 6 29 0 2 0 2
"ukb-b-11740" 50 127 123 22 21 1
"ukb-b-7710" 16 16 15 7 4 3
"ukb-b-2966" 0 0 0 0 0 0
"ukb-b-546" 0 0 0 0 0 0
"ukb-b-11010" 0 0 0 0 0 0
"ukb-b-20307" 0 0 0 0 0 0
"ukb-b-4462" 0 0 0 0 0 0
"ukb-b-16128" 0 0 0 0 0 0
"ukb-b-2512" 0 0 0 0 0 0
"ukb-b-18372" 3 0 5 0 1 -1
"ukb-b-20032" 222 528 508 95 91 4
"ukb-b-9" 0 0 0 0 0 0
"ukb-b-10286" 0 0 0 0 0 0
"ukb-b-16559" 0 0 0 0 0 0
"ukb-b-19805" 2 4 2 1 0 1
"ukb-b-9917" 1 0 0 0 0 0
"ukb-b-6547" 0 0 0 0 0 0
"ukb-b-12043" 0 0 0 0 0 0
"ukb-b-15749" 0 0 0 0 0 0
"ukb-b-10806" 0 0 0 0 0 0
"ukb-b-4414" 3 0 0 0 0 0
"ukb-b-645" 188 269 251 60 62 -2
"ukb-b-1020" 2 9 6 1 1 0
"ukb-b-8888" 7 0 9 0 1 -1
"ukb-b-8624" 0 0 0 0 0 0
"ukb-b-16635" 0 0 0 0 0 0
"ukb-b-10565" 0 0 0 0 0 0
"ukb-b-9224" 2 9 1 1 1 0
"ukb-b-10830" 0 0 0 0 0 0
"ukb-b-17635" 0 0 0 0 0 0
"ukb-b-10852" 120 32 37 32 37 -5
"ukb-b-4323" 0 0 0 0 0 0
"ukb-b-14926" 7 0 4 0 2 -2
"ukb-b-13551" 0 0 0 0 0 0
"ukb-b-243" 0 0 0 0 0 0
"ukb-b-14417" 0 0 0 0 0 0
"ukb-b-3357" 70 88 59 21 16 5
"ukb-b-2823" 0 0 0 0 0 0
"ukb-b-13824" 0 0 0 0 0 0
"ukb-b-6412" 0 0 0 0 0 0
"ukb-b-14416" 0 0 0 0 0 0
"ukb-b-17409" 571 2339 2361 273 273 0
"ukb-b-17006" 0 0 0 0 0 0
"ukb-b-4424" 71 42 15 11 6 5
"ukb-b-7603" 0 0 0 0 0 0
"ukb-b-15491" 4 41 34 2 1 1
"ukb-b-8814" 0 0 0 0 0 0
"ukb-b-471" 0 0 1 0 0 0
"ukb-b-602" 0 0 0 0 0 0
"ukb-b-12313" 0 0 0 0 0 0
"ukb-b-6441" 0 0 0 0 0 0
"ukb-b-16040" 0 0 0 0 0 0
"ukb-b-3114" 0 0 0 0 0 0
"ukb-b-1390" 3 0 0 0 0 0
"ukb-b-6634" 0 0 0 0 0 0
"ukb-b-8133" 3 22 17 1 1 0
"ukb-b-13426" 0 0 0 0 0 0
"ukb-b-4943" 5 0 0 0 0 0
"ukb-b-1585" 1 0 0 0 0 0
"ukb-b-7896" 1 0 0 0 0 0
"ukb-b-7189" 0 0 0 0 0 0
"ukb-b-15592" 85 62 100 24 21 3
"ukb-b-13417" 0 0 0 0 0 0
"ukb-b-17191" 0 0 0 0 0 0
"ukb-b-139" 2 0 0 0 0 0
"ukb-b-12018" 4 5 0 1 0 1
"ukb-b-918" 2 6 2 1 1 0
"ukb-b-14180" 57 62 67 5 9 -4
"ukb-b-13567" 0 0 0 0 0 0
"ukb-b-1147" 0 0 0 0 0 0
"ukb-b-7217" 0 0 0 0 0 0
"ukb-b-16998" 15 2 1 2 0 2
"ukb-b-17952" 41 44 67 9 12 -3
"ukb-b-7212" 424 1091 1090 139 136 3
"ukb-b-13704" 6 27 24 3 4 -1
"ukb-b-2832" 0 0 0 0 0 0
"ukb-b-3073" 0 0 0 0 0 0
"ukb-b-10766" 0 0 0 0 0 0
"ukb-b-9487" 24 8 20 4 6 -2
"ukb-b-9054" 0 0 0 0 0 0
"ukb-b-6740" 1 0 0 0 0 0
"ukb-b-19109" 0 0 0 0 0 0
"ukb-b-19542" 0 0 0 0 0 0
"ukb-b-13651" 1 0 0 0 0 0
"ukb-b-311" 1 0 0 0 0 0
"ukb-b-10873" 0 0 0 0 0 0
"ukb-b-1604" 0 0 0 0 0 0
"ukb-b-13517" 10 17 21 5 6 -1
"ukb-b-12789" 0 0 0 0 0 0
"ukb-b-10224" 0 0 0 0 0 0
"ukb-b-9324" 0 0 0 0 0 0
"ukb-b-14603" 0 0 0 0 0 0
"ukb-b-4043" 0 0 0 0 0 0
"ukb-b-19110" 0 0 0 0 0 0
"ukb-b-732" 0 0 0 0 0 0
"ukb-b-18290" 3 12 8 1 1 0
"ukb-b-3897" 0 0 0 0 0 0
"ukb-b-9190" 5 0 0 0 0 0
"ukb-b-12067" 0 0 0 0 0 0
"ukb-b-9790" 1 0 0 0 0 0
"ukb-b-8184" 3 27 12 2 2 0
"ukb-b-18994" 48 18 50 6 5 1
"ukb-b-298" 18 0 6 0 1 -1
"ukb-b-13952" 1 3 0 1 0 1
"ukb-b-4122" 0 0 0 0 0 0
"ukb-b-13098" 0 0 0 0 0 0
"ukb-b-15541" 2 23 21 2 1 1
"ukb-b-2953" 4 1 2 1 1 0
"ukb-b-8114" 0 0 0 0 0 0
"ukb-b-13782" 3 20 14 2 2 0
"ukb-b-11880" 0 0 0 0 0 0
"ukb-b-16269" 0 0 0 0 0 0
"ukb-b-8390" 0 0 0 0 0 0
"ukb-b-9368" 0 0 0 0 0 0
"ukb-b-9930" 0 0 0 0 0 0
"ukb-b-9043" 0 0 0 0 0 0
"ukb-b-8102" 2 0 0 0 0 0
"ukb-b-16527" 0 0 0 0 0 0
"ukb-b-16781" 0 0 0 0 0 0
"ukb-b-19759" 2 1 3 1 2 -1
"ukb-b-1702" 2 0 6 0 1 -1
"ukb-b-5008" 0 0 0 0 0 0
"ukb-b-873" 0 0 0 0 0 0
"ukb-b-10248" 16 20 31 7 7 0
"ukb-b-14282" 0 0 0 0 0 0
"ukb-b-20187" 1 0 2 0 0 0
"ukb-b-16698" 523 1990 2031 230 230 0
"ukb-b-18167" 30 41 34 6 5 1
"ukb-b-10668" 1 0 0 0 0 0
"ukb-b-10880" 0 0 0 0 0 0
"ukb-b-8893" 0 0 0 0 0 0
"ukb-b-8875" 360 14283 14183 280 277 3
"ukb-b-8938" 1 0 0 0 0 0
"ukb-b-4953" 0 0 0 0 0 0
"ukb-b-17763" 0 0 0 0 0 0
"ukb-b-6358" 0 0 0 0 0 0
"ukb-b-12864" 0 0 0 0 0 0
"ukb-b-18113" 102 409 352 47 35 12
"ukb-b-15003" 0 0 0 0 0 0
"ukb-b-19546" 0 0 0 0 0 0
"ukb-b-9873" 1 0 0 0 0 0
"ukb-b-2456" 0 0 0 0 0 0
"ukb-b-7137" 13 41 43 4 4 0
"ukb-b-19204" 0 0 0 0 0 0
"ukb-b-5536" 0 0 0 0 0 0
"ukb-b-12930" 41 64 92 8 7 1
"ukb-b-12884" 0 0 0 0 0 0
"ukb-b-6987" 2 0 1 0 1 -1
"ukb-b-11298" 2 0 0 0 0 0
"ukb-b-7376" 489 1287 1357 188 191 -3
"ukb-b-14898" 41 25 25 6 6 0
"ukb-b-50" 0 0 0 0 0 0
"ukb-b-10409" 0 0 0 0 0 0
"ukb-b-8131" 0 0 0 0 0 0
"ukb-b-4233" 0 0 0 0 0 0
"ukb-b-8553" 0 0 0 0 0 0
"ukb-b-18712" 0 0 0 0 0 0
"ukb-b-15829" 16 46 61 4 6 -2
"ukb-b-6911" 0 0 0 0 0 0
"ukb-b-6806" 0 1 0 0 0 0
"ukb-b-19711" 0 0 0 0 0 0
"ukb-b-16956" 2 1 9 1 1 0
"ukb-b-5550" 1 0 0 0 0 0
"ukb-b-9107" 1 0 0 0 0 0
"ukb-b-8699" 0 0 0 0 0 0
"ukb-b-12911" 0 0 0 0 0 0
"ukb-b-12508" 0 0 0 0 0 0
"ukb-b-18150" 0 0 0 0 0 0
"ukb-b-12234" 0 0 0 0 0 0
"ukb-b-8013" 1 0 0 0 0 0
"ukb-b-19698" 1 1 0 0 0 0
"ukb-b-4373" 3 18 13 2 1 1
"ukb-b-18761" 2 0 0 0 0 0
"ukb-b-3957" 42 19 20 7 4 3
"ukb-b-530" 1 0 0 0 0 0
"ukb-b-12729" 0 0 0 0 0 0
"ukb-b-10559" 5 0 0 0 0 0
"ukb-b-14179" 32 23 10 4 3 1
"ukb-b-10102" 0 0 0 0 0 0
"ukb-b-10793" 0 0 0 0 0 0
"ukb-b-1968" 2 0 0 0 0 0
"ukb-b-19460" 0 0 0 0 0 0
"ukb-b-16254" 11 15 9 4 1 3
"ukb-b-8213" 0 0 0 0 0 0
"ukb-b-13513" 0 0 0 0 0 0
"ukb-b-10640" 0 0 0 0 0 0
"ukb-b-19769" 0 0 0 0 0 0
"ukb-b-13936" 0 0 0 0 0 0
"ukb-b-2219" 1 0 0 0 0 0
"ukb-b-12626" 0 0 0 0 0 0
"ukb-b-4274" 0 0 0 0 0 0
"ukb-b-12171" 1 0 0 0 0 0
"ukb-b-2582" 2 1 4 0 0 0
"ukb-b-19722" 2 0 0 0 0 0
"ukb-b-7815" 0 0 0 0 0 0
"ukb-b-17314" 0 0 0 0 0 0
"ukb-b-16879" 0 0 0 0 0 0
"ukb-b-8398" 11 24 16 5 6 -1
"ukb-b-4580" 0 0 0 0 0 0
"ukb-b-7435" 6 122 107 5 3 2
"ukb-b-8316" 1 0 0 0 0 0
"ukb-b-20359" 1 0 0 0 0 0
"ukb-b-19937" 0 0 0 0 0 0
"ukb-b-19050" 0 0 0 0 0 0
"ukb-b-8764" 15 4 38 1 1 0
"ukb-b-712" 0 0 0 0 0 0
"ukb-b-17527" 1 0 0 0 0 0
"ukb-b-15268" 0 0 0 0 0 0
"ukb-b-4394" 1 0 0 0 0 0
"ukb-b-622" 0 0 0 0 0 0
"ukb-b-7564" 0 0 0 0 0 0
"ukb-b-13330" 0 0 0 0 0 0
"ukb-b-19191" 0 0 0 0 0 0
"ukb-b-17967" 0 0 0 0 0 0
"ukb-b-18843" 3 0 0 0 0 0
"ukb-b-2732" 3 14 15 1 1 0
"ukb-b-16927" 1 0 0 0 0 0
"ukb-b-5143" 1 0 0 0 0 0
"ukb-b-11133" 0 0 0 0 0 0
"ukb-b-19703" 0 0 0 0 0 0
"ukb-b-10859" 3 5 9 1 1 0
"ukb-b-3855" 9 0 0 0 0 0
"ukb-b-16606" 6 37 41 2 2 0
"ukb-b-15508" 0 0 0 0 0 0
"ukb-b-837" 0 0 0 0 0 0
"ukb-b-3923" 0 0 0 0 0 0
"ukb-b-12386" 0 0 0 0 0 0
"ukb-b-16507" 1 0 0 0 0 0
"ukb-b-13447" 0 0 0 0 0 0
"ukb-b-7805" 0 1 0 0 0 0
"ukb-b-15983" 0 0 0 0 0 0
"ukb-b-5389" 0 0 0 0 0 0
"ukb-b-16557" 0 0 0 0 0 0
"ukb-b-16364" 0 0 0 0 0 0
"ukb-b-16917" 0 0 0 0 0 0
"ukb-b-14670" 5 0 22 0 2 -2
"ukb-b-17381" 10 1 2 1 1 0
"ukb-b-11065" 1 0 0 0 0 0
"ukb-b-5522" 5 2 1 1 1 0
"ukb-b-20193" 1 0 0 0 0 0
"ukb-b-12246" 0 0 0 0 0 0
"ukb-b-11025" 2 4 0 0 0 0
"ukb-b-13799" 20 2 0 1 0 1
"ukb-b-9835" 0 0 0 0 0 0
"ukb-b-20300" 10 58 48 5 4 1
"ukb-b-13609" 0 0 0 0 0 0
"ukb-b-1343" 0 0 0 0 0 0
"ukb-b-13745" 46 54 42 4 4 0
"ukb-b-4564" 4 1 0 0 0 0
"ukb-b-6140" 0 0 0 0 0 0
"ukb-b-17398" 2 0 0 0 0 0
"ukb-b-3304" 4 0 0 0 0 0
"ukb-b-4724" 0 0 0 0 0 0
"ukb-b-6748" 0 0 0 0 0 0
"ukb-b-8539" 1 0 0 0 0 0
"ukb-b-2299" 1 0 0 0 0 0
"ukb-b-17673" 1 0 0 0 0 0
"ukb-b-8085" 2 0 0 0 0 0
"ukb-b-19023" 2 0 0 0 0 0
"ukb-b-6267" 0 0 1 0 0 0
"ukb-b-8379" 2 0 0 0 0 0
"ukb-b-16146" 0 0 0 0 0 0
"ukb-b-19085" 0 0 0 0 0 0
"ukb-b-12357" 0 0 0 0 0 0
"ukb-b-20556" 0 0 0 0 0 0
"ukb-b-5602" 0 0 0 0 0 0
"ukb-b-17400" 44 4 25 4 6 -2
"ukb-b-6164" 1 0 3 0 1 -1
"ukb-b-14262" 0 0 0 0 0 0
"ukb-b-3258" 4 0 3 0 1 -1
"ukb-b-20145" 0 0 0 0 0 0
"ukb-b-15084" 0 0 0 0 0 0
"ukb-b-188" 0 0 0 0 0 0
"ukb-b-4944" 0 0 0 0 0 0
"ukb-b-7675" 0 0 0 0 0 0
"ukb-b-13392" 3 0 0 0 0 0
"ukb-b-18350" 0 0 0 0 0 0
"ukb-b-2146" 0 0 0 0 0 0
"ukb-b-19842" 2 0 0 0 0 0
"ukb-b-15746" 1 0 0 0 0 0
"ukb-b-3982" 0 0 0 0 0 0
"ukb-b-19379" 475 1268 1276 191 173 18
"ukb-b-17107" 0 0 0 0 0 0
"ukb-b-16187" 0 0 0 0 0 0
"ukb-b-13187" 0 0 0 0 0 0
"ukb-b-15074" 0 0 0 0 0 0
"ukb-b-5379" 23 9 15 2 3 -1
"ukb-b-17738" 2 3 1 1 1 0
"ukb-b-15695" 3 0 1 0 0 0
"ukb-b-8053" 0 0 0 0 0 0
"ukb-b-19550" 0 0 0 0 0 0
"ukb-b-3793" 7 1 0 1 0 1
"ukb-b-8961" 0 0 0 0 0 0
"ukb-b-15907" 0 0 0 0 0 0
"ukb-b-13525" 0 0 0 0 0 0
"ukb-b-15378" 2 0 5 0 1 -1
"ukb-b-185" 1 0 0 0 0 0
"ukb-b-1386" 1 0 0 0 0 0
"ukb-b-3278" 8 4 7 1 3 -2
"ukb-b-3444" 0 0 0 0 0 0
"ukb-b-8727" 6 7 29 1 1 0
"ukb-b-13026" 0 0 0 0 0 0
"ukb-b-4947" 1 0 0 0 0 0
"ukb-b-11261" 0 0 0 0 0 0
"ukb-b-5076" 10 0 2 0 1 -1
"ukb-b-2975" 0 0 0 0 0 0
"ukb-b-19130" 1 0 0 0 0 0
"ukb-b-12304" 0 1 0 0 0 0
"ukb-b-9306" 0 0 0 0 0 0
"ukb-b-4509" 0 0 0 0 0 0
"ukb-b-6087" 0 0 0 0 0 0
"ukb-b-2003" 0 0 0 0 0 0
"ukb-b-16256" 0 0 0 0 0 0
"ukb-b-16010" 0 0 0 0 0 0
"ukb-b-5850" 0 0 0 0 0 0
"ukb-b-6515" 0 0 0 0 0 0
"ukb-b-16376" 8 43 40 3 3 0
"ukb-b-13352" 224 481 462 78 83 -5
"ukb-b-3022" 0 0 0 0 0 0
"ukb-b-964" 21 33 36 8 9 -1
"ukb-b-7953" 320 863 808 118 116 2
"ukb-b-7385" 0 0 0 0 0 0
"ukb-b-13405" 88 64 146 11 18 -7
"ukb-b-13532" 1 0 0 0 0 0
"ukb-b-18297" 1 0 7 0 0 0
"ukb-b-16112" 0 0 0 0 0 0
"ukb-b-10164" 0 0 0 0 0 0
"ukb-b-3498" 0 0 0 0 0 0
"ukb-b-453" 0 3 0 0 0 0
"ukb-b-16702" 0 0 0 0 0 0
"ukb-b-14695" 4 0 1 0 1 -1
